Country,date,vaccine,total_vaccinations
France,2021/7/12,Pfizer/BioNTech,47816505
France,2021/7/13,Johnson&Johnson,654354
France,2021/7/13,Moderna,5876793
France,2021/7/13,Oxford/AstraZeneca,7399034
France,2021/7/13,Pfizer/BioNTech,48490106
France,2021/7/14,Johnson&Johnson,656442
France,2021/7/14,Moderna,5886800
France,2021/7/14,Oxford/AstraZeneca,7401847
France,2021/7/14,Pfizer/BioNTech,48812294
France,2021/7/15,Johnson&Johnson,674483
France,2021/7/15,Moderna,5980999
France,2021/7/15,Oxford/AstraZeneca,7434470
France,2021/7/15,Pfizer/BioNTech,49515876
France,2021/7/16,Johnson&Johnson,697107
France,2021/7/16,Moderna,6101143
France,2021/7/16,Oxford/AstraZeneca,7475918
France,2021/7/16,Pfizer/BioNTech,50207265
France,2021/7/17,Johnson&Johnson,706682
France,2021/7/17,Moderna,6156615
France,2021/7/17,Oxford/AstraZeneca,7490680
France,2021/7/17,Pfizer/BioNTech,50706459
France,2021/7/18,Johnson&Johnson,707960
France,2021/7/18,Moderna,6167568
France,2021/7/18,Oxford/AstraZeneca,7493498
France,2021/7/18,Pfizer/BioNTech,50915601
France,2021/7/19,Johnson&Johnson,720726
France,2021/7/19,Moderna,6229204
France,2021/7/19,Oxford/AstraZeneca,7511968
France,2021/7/19,Pfizer/BioNTech,51533020
France,2021/7/20,Johnson&Johnson,737855
France,2021/7/20,Moderna,6325729
France,2021/7/20,Oxford/AstraZeneca,7540978
France,2021/7/20,Pfizer/BioNTech,52219421
France,2021/7/21,Johnson&Johnson,753220
France,2021/7/21,Moderna,6405683
France,2021/7/21,Oxford/AstraZeneca,7562339
France,2021/7/21,Pfizer/BioNTech,52905878
France,2021/7/22,Johnson&Johnson,771264
France,2021/7/22,Moderna,6502954
France,2021/7/22,Oxford/AstraZeneca,7591971
France,2021/7/22,Pfizer/BioNTech,53589223
France,2021/7/23,Johnson&Johnson,791422
France,2021/7/23,Moderna,6620354
France,2021/7/23,Oxford/AstraZeneca,7624683
France,2021/7/23,Pfizer/BioNTech,54279935
France,2021/7/24,Johnson&Johnson,800510
France,2021/7/24,Moderna,6677997
France,2021/7/24,Oxford/AstraZeneca,7632492
France,2021/7/24,Pfizer/BioNTech,54760294
France,2021/7/25,Johnson&Johnson,801726
France,2021/7/25,Moderna,6687331
France,2021/7/25,Oxford/AstraZeneca,7634019
France,2021/7/25,Pfizer/BioNTech,54948849
France,2021/7/26,Johnson&Johnson,812449
France,2021/7/26,Moderna,6746029
France,2021/7/26,Oxford/AstraZeneca,7645586
France,2021/7/26,Pfizer/BioNTech,55538633
France,2021/7/27,Johnson&Johnson,826697
France,2021/7/27,Moderna,6843005
France,2021/7/27,Oxford/AstraZeneca,7663700
France,2021/7/27,Pfizer/BioNTech,56192758
France,2021/7/28,Johnson&Johnson,839141
France,2021/7/28,Moderna,6924687
France,2021/7/28,Oxford/AstraZeneca,7676760
France,2021/7/28,Pfizer/BioNTech,56833961
France,2021/7/29,Johnson&Johnson,852928
France,2021/7/29,Moderna,7025829
France,2021/7/29,Oxford/AstraZeneca,7693748
France,2021/7/29,Pfizer/BioNTech,57467334
France,2021/7/30,Johnson&Johnson,868158
France,2021/7/30,Moderna,7137974
France,2021/7/30,Oxford/AstraZeneca,7712981
France,2021/7/30,Pfizer/BioNTech,58084251
France,2021/7/31,Johnson&Johnson,874766
France,2021/7/31,Moderna,7188791
France,2021/7/31,Oxford/AstraZeneca,7717090
France,2021/7/31,Pfizer/BioNTech,58492748
France,2021/8/1,Johnson&Johnson,875569
France,2021/8/1,Moderna,7196337
France,2021/8/1,Oxford/AstraZeneca,7717635
France,2021/8/1,Pfizer/BioNTech,58643534
France,2021/8/2,Johnson&Johnson,883154
France,2021/8/2,Moderna,7248149
France,2021/8/2,Oxford/AstraZeneca,7723157
France,2021/8/2,Pfizer/BioNTech,59148964
France,2021/8/3,Johnson&Johnson,893476
France,2021/8/3,Moderna,7332225
France,2021/8/3,Oxford/AstraZeneca,7731197
France,2021/8/3,Pfizer/BioNTech,59686703
France,2021/8/4,Johnson&Johnson,902596
France,2021/8/4,Moderna,7399569
France,2021/8/4,Oxford/AstraZeneca,7736496
France,2021/8/4,Pfizer/BioNTech,60197935
France,2021/8/5,Johnson&Johnson,911832
France,2021/8/5,Moderna,7485732
France,2021/8/5,Oxford/AstraZeneca,7740630
France,2021/8/5,Pfizer/BioNTech,60691370
France,2021/8/6,Johnson&Johnson,921549
France,2021/8/6,Moderna,7586199
France,2021/8/6,Oxford/AstraZeneca,7745848
France,2021/8/6,Pfizer/BioNTech,61206126
France,2021/8/7,Johnson&Johnson,926246
France,2021/8/7,Moderna,7628878
France,2021/8/7,Oxford/AstraZeneca,7747951
France,2021/8/7,Pfizer/BioNTech,61546932
France,2021/8/8,Johnson&Johnson,927245
France,2021/8/8,Moderna,7636314
France,2021/8/8,Oxford/AstraZeneca,7748465
France,2021/8/8,Pfizer/BioNTech,61673996
France,2021/8/9,Johnson&Johnson,933075
France,2021/8/9,Moderna,7686700
France,2021/8/9,Oxford/AstraZeneca,7751230
France,2021/8/9,Pfizer/BioNTech,62132209
France,2021/8/10,Johnson&Johnson,941459
France,2021/8/10,Moderna,7765178
France,2021/8/10,Oxford/AstraZeneca,7755427
France,2021/8/10,Pfizer/BioNTech,62623862
France,2021/8/11,Johnson&Johnson,949111
France,2021/8/11,Moderna,7825567
France,2021/8/11,Oxford/AstraZeneca,7758362
France,2021/8/11,Pfizer/BioNTech,63091093
France,2021/8/12,Johnson&Johnson,957295
France,2021/8/12,Moderna,7903193
France,2021/8/12,Oxford/AstraZeneca,7761215
France,2021/8/12,Pfizer/BioNTech,63550847
France,2021/8/13,Johnson&Johnson,964417
France,2021/8/13,Moderna,7982091
France,2021/8/13,Oxford/AstraZeneca,7763709
France,2021/8/13,Pfizer/BioNTech,63988958
France,2021/8/14,Johnson&Johnson,967946
France,2021/8/14,Moderna,8023206
France,2021/8/14,Oxford/AstraZeneca,7764777
France,2021/8/14,Pfizer/BioNTech,64285959
France,2021/8/15,Johnson&Johnson,968561
France,2021/8/15,Moderna,8030037
France,2021/8/15,Oxford/AstraZeneca,7764963
France,2021/8/15,Pfizer/BioNTech,64366336
France,2021/8/16,Johnson&Johnson,972309
France,2021/8/16,Moderna,8082484
France,2021/8/16,Oxford/AstraZeneca,7766147
France,2021/8/16,Pfizer/BioNTech,64812736
France,2021/8/17,Johnson&Johnson,977639
France,2021/8/17,Moderna,8164336
France,2021/8/17,Oxford/AstraZeneca,7767778
France,2021/8/17,Pfizer/BioNTech,65275349
France,2021/8/18,Johnson&Johnson,982549
France,2021/8/18,Moderna,8233053
France,2021/8/18,Oxford/AstraZeneca,7769267
France,2021/8/18,Pfizer/BioNTech,65723059
France,2021/8/19,Johnson&Johnson,987764
France,2021/8/19,Moderna,8317143
France,2021/8/19,Oxford/AstraZeneca,7770833
France,2021/8/19,Pfizer/BioNTech,66148988
France,2021/8/20,Johnson&Johnson,992709
France,2021/8/20,Moderna,8413286
France,2021/8/20,Oxford/AstraZeneca,7772598
France,2021/8/20,Pfizer/BioNTech,66596374
France,2021/8/21,Johnson&Johnson,994858
France,2021/8/21,Moderna,8455662
France,2021/8/21,Oxford/AstraZeneca,7773242
France,2021/8/21,Pfizer/BioNTech,66893602
France,2021/8/22,Johnson&Johnson,995199
France,2021/8/22,Moderna,8462866
France,2021/8/22,Oxford/AstraZeneca,7773429
France,2021/8/22,Pfizer/BioNTech,67004724
France,2021/8/23,Johnson&Johnson,997839
France,2021/8/23,Moderna,8517263
France,2021/8/23,Oxford/AstraZeneca,7774451
France,2021/8/23,Pfizer/BioNTech,67444397
France,2021/8/24,Johnson&Johnson,1001364
France,2021/8/24,Moderna,8605335
France,2021/8/24,Oxford/AstraZeneca,7775510
France,2021/8/24,Pfizer/BioNTech,67891076
France,2021/8/25,Johnson&Johnson,1004735
France,2021/8/25,Moderna,8674807
France,2021/8/25,Oxford/AstraZeneca,7776440
France,2021/8/25,Pfizer/BioNTech,68318781
France,2021/8/26,Johnson&Johnson,1008273
France,2021/8/26,Moderna,8763058
France,2021/8/26,Oxford/AstraZeneca,7777457
France,2021/8/26,Pfizer/BioNTech,68711458
France,2021/8/27,Johnson&Johnson,1011723
France,2021/8/27,Moderna,8865782
France,2021/8/27,Oxford/AstraZeneca,7778560
France,2021/8/27,Pfizer/BioNTech,69140300
France,2021/8/28,Johnson&Johnson,1013342
France,2021/8/28,Moderna,8912126
France,2021/8/28,Oxford/AstraZeneca,7778992
France,2021/8/28,Pfizer/BioNTech,69432358
France,2021/8/29,Johnson&Johnson,1013698
France,2021/8/29,Moderna,8919881
France,2021/8/29,Oxford/AstraZeneca,7779143
France,2021/8/29,Pfizer/BioNTech,69534598
France,2021/8/30,Johnson&Johnson,1015553
France,2021/8/30,Moderna,8976284
France,2021/8/30,Oxford/AstraZeneca,7779793
France,2021/8/30,Pfizer/BioNTech,69920420
France,2021/8/31,Johnson&Johnson,1017900
France,2021/8/31,Moderna,9062535
France,2021/8/31,Oxford/AstraZeneca,7780589
France,2021/8/31,Pfizer/BioNTech,70302867
France,2021/9/1,Johnson&Johnson,1019826
France,2021/9/1,Moderna,9124904
France,2021/9/1,Oxford/AstraZeneca,7781129
France,2021/9/1,Pfizer/BioNTech,70665148
France,2021/9/2,Johnson&Johnson,1022014
France,2021/9/2,Moderna,9200528
France,2021/9/2,Oxford/AstraZeneca,7781837
France,2021/9/2,Pfizer/BioNTech,70962125
France,2021/9/3,Johnson&Johnson,1024281
France,2021/9/3,Moderna,9300805
France,2021/9/3,Oxford/AstraZeneca,7782518
France,2021/9/3,Pfizer/BioNTech,71293404
France,2021/9/4,Johnson&Johnson,1025596
France,2021/9/4,Moderna,9346364
France,2021/9/4,Oxford/AstraZeneca,7782828
France,2021/9/4,Pfizer/BioNTech,71563479
France,2021/9/5,Johnson&Johnson,1025968
France,2021/9/5,Moderna,9352539
France,2021/9/5,Oxford/AstraZeneca,7782903
France,2021/9/5,Pfizer/BioNTech,71626883
France,2021/9/6,Johnson&Johnson,1027555
France,2021/9/6,Moderna,9396858
France,2021/9/6,Oxford/AstraZeneca,7783354
France,2021/9/6,Pfizer/BioNTech,71861650
France,2021/9/7,Johnson&Johnson,1029111
France,2021/9/7,Moderna,9461694
France,2021/9/7,Oxford/AstraZeneca,7783923
France,2021/9/7,Pfizer/BioNTech,72081600
France,2021/9/8,Johnson&Johnson,1030290
France,2021/9/8,Moderna,9513307
France,2021/9/8,Oxford/AstraZeneca,7784342
France,2021/9/8,Pfizer/BioNTech,72347364
France,2021/9/9,Johnson&Johnson,1031580
France,2021/9/9,Moderna,9578696
France,2021/9/9,Oxford/AstraZeneca,7784770
France,2021/9/9,Pfizer/BioNTech,72547787
France,2021/9/10,Johnson&Johnson,1032991
France,2021/9/10,Moderna,9662748
France,2021/9/10,Oxford/AstraZeneca,7785258
France,2021/9/10,Pfizer/BioNTech,72788274
France,2021/9/11,Johnson&Johnson,1033686
France,2021/9/11,Moderna,9700422
France,2021/9/11,Oxford/AstraZeneca,7785522
France,2021/9/11,Pfizer/BioNTech,72994138
France,2021/9/12,Johnson&Johnson,1033816
France,2021/9/12,Moderna,9705284
France,2021/9/12,Oxford/AstraZeneca,7785577
France,2021/9/12,Pfizer/BioNTech,73036009
France,2021/9/13,Johnson&Johnson,1034758
France,2021/9/13,Moderna,9740587
France,2021/9/13,Oxford/AstraZeneca,7785942
France,2021/9/13,Pfizer/BioNTech,73222855
France,2021/9/14,Johnson&Johnson,1035774
France,2021/9/14,Moderna,9796502
France,2021/9/14,Oxford/AstraZeneca,7786258
France,2021/9/14,Pfizer/BioNTech,73417655
France,2021/9/15,Johnson&Johnson,1036693
France,2021/9/15,Moderna,9844441
France,2021/9/15,Oxford/AstraZeneca,7786533
France,2021/9/15,Pfizer/BioNTech,73661022
France,2021/9/16,Johnson&Johnson,1037425
France,2021/9/16,Moderna,9899570
France,2021/9/16,Oxford/AstraZeneca,7786892
France,2021/9/16,Pfizer/BioNTech,73836216
France,2021/9/17,Johnson&Johnson,1038134
France,2021/9/17,Moderna,9975699
France,2021/9/17,Oxford/AstraZeneca,7787271
France,2021/9/17,Pfizer/BioNTech,74038288
France,2021/9/18,Johnson&Johnson,1038546
France,2021/9/18,Moderna,10009909
France,2021/9/18,Oxford/AstraZeneca,7787453
France,2021/9/18,Pfizer/BioNTech,74203654
France,2021/9/19,Johnson&Johnson,1038696
France,2021/9/19,Moderna,10014138
France,2021/9/19,Oxford/AstraZeneca,7787489
France,2021/9/19,Pfizer/BioNTech,74232655
France,2021/9/20,Johnson&Johnson,1039022
France,2021/9/20,Moderna,10043975
France,2021/9/20,Oxford/AstraZeneca,7787741
France,2021/9/20,Pfizer/BioNTech,74383546
France,2021/9/21,Johnson&Johnson,1039376
France,2021/9/21,Moderna,10091388
France,2021/9/21,Oxford/AstraZeneca,7788038
France,2021/9/21,Pfizer/BioNTech,74537157
France,2021/9/22,Johnson&Johnson,1039683
France,2021/9/22,Moderna,10129481
France,2021/9/22,Oxford/AstraZeneca,7788277
France,2021/9/22,Pfizer/BioNTech,74738041
France,2021/9/23,Johnson&Johnson,1040062
France,2021/9/23,Moderna,10176557
France,2021/9/23,Oxford/AstraZeneca,7788564
France,2021/9/23,Pfizer/BioNTech,74880579
France,2021/9/24,Johnson&Johnson,1040412
France,2021/9/24,Moderna,10244738
France,2021/9/24,Oxford/AstraZeneca,7788893
France,2021/9/24,Pfizer/BioNTech,75044971
France,2021/9/25,Johnson&Johnson,1040648
France,2021/9/25,Moderna,10274180
France,2021/9/25,Oxford/AstraZeneca,7789064
France,2021/9/25,Pfizer/BioNTech,75178461
France,2021/9/26,Johnson&Johnson,1040697
France,2021/9/26,Moderna,10278282
France,2021/9/26,Oxford/AstraZeneca,7789106
France,2021/9/26,Pfizer/BioNTech,75199332
France,2021/9/27,Johnson&Johnson,1040906
France,2021/9/27,Moderna,10305072
France,2021/9/27,Oxford/AstraZeneca,7789396
France,2021/9/27,Pfizer/BioNTech,75325791
France,2021/9/28,Johnson&Johnson,1041154
France,2021/9/28,Moderna,10347255
France,2021/9/28,Oxford/AstraZeneca,7789668
France,2021/9/28,Pfizer/BioNTech,75443882
France,2021/9/29,Johnson&Johnson,1041463
France,2021/9/29,Moderna,10381298
France,2021/9/29,Oxford/AstraZeneca,7789896
France,2021/9/29,Pfizer/BioNTech,75602090
France,2021/9/30,Johnson&Johnson,1041767
France,2021/9/30,Moderna,10425942
France,2021/9/30,Oxford/AstraZeneca,7790102
France,2021/9/30,Pfizer/BioNTech,75714617
France,2021/10/1,Johnson&Johnson,1042067
France,2021/10/1,Moderna,10487444
France,2021/10/1,Oxford/AstraZeneca,7790278
France,2021/10/1,Pfizer/BioNTech,75851493
France,2021/10/2,Johnson&Johnson,1042219
France,2021/10/2,Moderna,10514516
France,2021/10/2,Oxford/AstraZeneca,7790366
France,2021/10/2,Pfizer/BioNTech,75957474
France,2021/10/3,Johnson&Johnson,1042277
France,2021/10/3,Moderna,10517745
France,2021/10/3,Oxford/AstraZeneca,7790384
France,2021/10/3,Pfizer/BioNTech,75971944
France,2021/10/4,Johnson&Johnson,1042478
France,2021/10/4,Moderna,10542729
France,2021/10/4,Oxford/AstraZeneca,7790544
France,2021/10/4,Pfizer/BioNTech,76082398
France,2021/10/5,Johnson&Johnson,1042654
France,2021/10/5,Moderna,10584861
France,2021/10/5,Oxford/AstraZeneca,7790703
France,2021/10/5,Pfizer/BioNTech,76189646
France,2021/10/6,Johnson&Johnson,1042829
France,2021/10/6,Moderna,10618061
France,2021/10/6,Oxford/AstraZeneca,7790873
France,2021/10/6,Pfizer/BioNTech,76335130
France,2021/10/7,Johnson&Johnson,1043008
France,2021/10/7,Moderna,10660616
France,2021/10/7,Oxford/AstraZeneca,7791020
France,2021/10/7,Pfizer/BioNTech,76440096
Italy,2020/12/27,Pfizer/BioNTech,7330
Italy,2020/12/28,Moderna,3
Italy,2020/12/28,Pfizer/BioNTech,8826
Italy,2020/12/29,Moderna,5
Italy,2020/12/29,Pfizer/BioNTech,9912
Italy,2020/12/30,Moderna,13
Italy,2020/12/30,Pfizer/BioNTech,14739
Italy,2020/12/31,Pfizer/BioNTech,40530
Italy,2021/1/1,Moderna,16
Italy,2021/1/1,Pfizer/BioNTech,51759
Italy,2021/1/2,Moderna,21
Italy,2021/1/2,Pfizer/BioNTech,90715
Italy,2021/1/3,Moderna,30
Italy,2021/1/3,Pfizer/BioNTech,126422
Italy,2021/1/4,Johnson&Johnson,6
Italy,2021/1/4,Moderna,37
Italy,2021/1/4,Pfizer/BioNTech,196251
Italy,2021/1/5,Johnson&Johnson,7
Italy,2021/1/5,Moderna,38
Italy,2021/1/5,Pfizer/BioNTech,276919
Italy,2021/1/6,Moderna,42
Italy,2021/1/6,Pfizer/BioNTech,342567
Italy,2021/1/7,Johnson&Johnson,9
Italy,2021/1/7,Moderna,45
Italy,2021/1/7,Pfizer/BioNTech,435666
Italy,2021/1/8,Moderna,95
Italy,2021/1/8,Pfizer/BioNTech,532293
Italy,2021/1/9,Moderna,132
Italy,2021/1/9,Pfizer/BioNTech,620255
Italy,2021/1/10,Pfizer/BioNTech,681063
Italy,2021/1/11,Moderna,244
Italy,2021/1/11,Pfizer/BioNTech,763071
Italy,2021/1/12,Moderna,337
Italy,2021/1/12,Pfizer/BioNTech,846065
Italy,2021/1/13,Moderna,430
Italy,2021/1/13,Pfizer/BioNTech,941388
Italy,2021/1/14,Moderna,617
Italy,2021/1/14,Pfizer/BioNTech,1035888
Italy,2021/1/15,Moderna,1762
Italy,2021/1/15,Pfizer/BioNTech,1125471
Italy,2021/1/16,Moderna,2741
Italy,2021/1/16,Pfizer/BioNTech,1190133
Italy,2021/1/17,Moderna,3037
Italy,2021/1/17,Pfizer/BioNTech,1227227
Italy,2021/1/18,Moderna,4270
Italy,2021/1/18,Oxford/AstraZeneca,2
Italy,2021/1/18,Pfizer/BioNTech,1270428
Italy,2021/1/19,Moderna,6599
Italy,2021/1/19,Pfizer/BioNTech,1301447
Italy,2021/1/20,Moderna,10098
Italy,2021/1/20,Pfizer/BioNTech,1329170
Italy,2021/1/21,Moderna,13024
Italy,2021/1/21,Pfizer/BioNTech,1362451
Italy,2021/1/22,Moderna,14916
Italy,2021/1/22,Oxford/AstraZeneca,6
Italy,2021/1/22,Pfizer/BioNTech,1387622
Italy,2021/1/23,Moderna,15962
Italy,2021/1/23,Pfizer/BioNTech,1425824
Italy,2021/1/24,Moderna,16751
Italy,2021/1/24,Pfizer/BioNTech,1458997
Italy,2021/1/25,Moderna,17425
Italy,2021/1/25,Pfizer/BioNTech,1527760
Italy,2021/1/26,Moderna,18164
Italy,2021/1/26,Pfizer/BioNTech,1607716
Italy,2021/1/27,Moderna,18896
Italy,2021/1/27,Pfizer/BioNTech,1678004
Italy,2021/1/28,Moderna,19751
Italy,2021/1/28,Pfizer/BioNTech,1771057
Italy,2021/1/29,Moderna,20758
Italy,2021/1/29,Pfizer/BioNTech,1868756
Italy,2021/1/30,Moderna,21241
Italy,2021/1/30,Oxford/AstraZeneca,7
Italy,2021/1/30,Pfizer/BioNTech,1958810
Italy,2021/1/31,Moderna,21452
Italy,2021/1/31,Oxford/AstraZeneca,8
Italy,2021/1/31,Pfizer/BioNTech,2018423
Italy,2021/2/1,Moderna,22010
Italy,2021/2/1,Oxford/AstraZeneca,9
Italy,2021/2/1,Pfizer/BioNTech,2103807
Italy,2021/2/2,Johnson&Johnson,10
Italy,2021/2/2,Moderna,23149
Italy,2021/2/2,Oxford/AstraZeneca,35
Italy,2021/2/2,Pfizer/BioNTech,2190982
Italy,2021/2/3,Moderna,24554
Italy,2021/2/3,Oxford/AstraZeneca,36
Italy,2021/2/3,Pfizer/BioNTech,2289578
Italy,2021/2/4,Johnson&Johnson,11
Italy,2021/2/4,Moderna,26215
Italy,2021/2/4,Oxford/AstraZeneca,38
Italy,2021/2/4,Pfizer/BioNTech,2396452
Italy,2021/2/5,Moderna,29465
Italy,2021/2/5,Oxford/AstraZeneca,40
Italy,2021/2/5,Pfizer/BioNTech,2500966
Italy,2021/2/6,Moderna,31563
Italy,2021/2/6,Pfizer/BioNTech,2576766
Italy,2021/2/7,Moderna,32478
Italy,2021/2/7,Oxford/AstraZeneca,45
Italy,2021/2/7,Pfizer/BioNTech,2618149
Italy,2021/2/8,Johnson&Johnson,12
Italy,2021/2/8,Moderna,35130
Italy,2021/2/8,Oxford/AstraZeneca,46
Italy,2021/2/8,Pfizer/BioNTech,2682476
Italy,2021/2/9,Moderna,38550
Italy,2021/2/9,Oxford/AstraZeneca,63
Italy,2021/2/9,Pfizer/BioNTech,2746105
Italy,2021/2/10,Moderna,41486
Italy,2021/2/10,Oxford/AstraZeneca,66
Italy,2021/2/10,Pfizer/BioNTech,2816315
Italy,2021/2/11,Moderna,44824
Italy,2021/2/11,Oxford/AstraZeneca,2968
Italy,2021/2/11,Pfizer/BioNTech,2885149
Italy,2021/2/12,Moderna,49042
Italy,2021/2/12,Oxford/AstraZeneca,7725
Italy,2021/2/12,Pfizer/BioNTech,2950516
Italy,2021/2/13,Moderna,52978
Italy,2021/2/13,Oxford/AstraZeneca,13030
Italy,2021/2/13,Pfizer/BioNTech,2994122
Italy,2021/2/14,Moderna,54498
Italy,2021/2/14,Oxford/AstraZeneca,20187
Italy,2021/2/14,Pfizer/BioNTech,3015446
Italy,2021/2/15,Moderna,58764
Italy,2021/2/15,Oxford/AstraZeneca,27100
Italy,2021/2/15,Pfizer/BioNTech,3067264
Italy,2021/2/16,Moderna,65596
Italy,2021/2/16,Oxford/AstraZeneca,36428
Italy,2021/2/16,Pfizer/BioNTech,3122497
Italy,2021/2/17,Moderna,73406
Italy,2021/2/17,Oxford/AstraZeneca,49204
Italy,2021/2/17,Pfizer/BioNTech,3182531
Italy,2021/2/18,Moderna,80545
Italy,2021/2/18,Oxford/AstraZeneca,66731
Italy,2021/2/18,Pfizer/BioNTech,3248272
Italy,2021/2/19,Moderna,87717
Italy,2021/2/19,Oxford/AstraZeneca,86135
Italy,2021/2/19,Pfizer/BioNTech,3315012
Italy,2021/2/20,Moderna,94162
Italy,2021/2/20,Oxford/AstraZeneca,105503
Italy,2021/2/20,Pfizer/BioNTech,3367772
Italy,2021/2/21,Moderna,99656
Italy,2021/2/21,Oxford/AstraZeneca,116186
Italy,2021/2/21,Pfizer/BioNTech,3402770
Italy,2021/2/22,Moderna,105840
Italy,2021/2/22,Oxford/AstraZeneca,139638
Italy,2021/2/22,Pfizer/BioNTech,3479137
Italy,2021/2/23,Moderna,111218
Italy,2021/2/23,Oxford/AstraZeneca,164531
Italy,2021/2/23,Pfizer/BioNTech,3555782
Italy,2021/2/24,Moderna,117590
Italy,2021/2/24,Oxford/AstraZeneca,191968
Italy,2021/2/24,Pfizer/BioNTech,3644430
Italy,2021/2/25,Moderna,123867
Italy,2021/2/25,Oxford/AstraZeneca,223828
Italy,2021/2/25,Pfizer/BioNTech,3735219
Italy,2021/2/26,Moderna,129903
Italy,2021/2/26,Oxford/AstraZeneca,264140
Italy,2021/2/26,Pfizer/BioNTech,3827763
Italy,2021/2/27,Moderna,136990
Italy,2021/2/27,Oxford/AstraZeneca,309010
Italy,2021/2/27,Pfizer/BioNTech,3902923
Italy,2021/2/28,Moderna,139724
Italy,2021/2/28,Oxford/AstraZeneca,335763
Italy,2021/2/28,Pfizer/BioNTech,3951966
Italy,2021/3/1,Moderna,146791
Italy,2021/3/1,Oxford/AstraZeneca,376315
Italy,2021/3/1,Pfizer/BioNTech,4040481
Italy,2021/3/2,Moderna,154301
Italy,2021/3/2,Oxford/AstraZeneca,432876
Italy,2021/3/2,Pfizer/BioNTech,4138941
Italy,2021/3/3,Moderna,164252
Italy,2021/3/3,Oxford/AstraZeneca,491360
Italy,2021/3/3,Pfizer/BioNTech,4258396
Italy,2021/3/4,Moderna,175299
Italy,2021/3/4,Oxford/AstraZeneca,552747
