Country,date,vaccine,total_vaccinations
United States,2021/2/7,Moderna,19485089
United States,2021/2/7,Pfizer/BioNTech,21622193
United States,2021/2/8,Moderna,20066305
United States,2021/2/8,Pfizer/BioNTech,22247484
United States,2021/2/9,Moderna,20416765
United States,2021/2/9,Pfizer/BioNTech,22685406
United States,2021/2/10,Moderna,21189540
United States,2021/2/10,Pfizer/BioNTech,23475749
United States,2021/2/11,Moderna,22038088
United States,2021/2/11,Pfizer/BioNTech,24246868
United States,2021/2/12,Moderna,23111715
United States,2021/2/12,Pfizer/BioNTech,25192628
United States,2021/2/13,Moderna,24297615
United States,2021/2/13,Pfizer/BioNTech,26237417
United States,2021/2/14,Moderna,25505313
United States,2021/2/14,Pfizer/BioNTech,27271797
United States,2021/2/16,Moderna,26738383
United States,2021/2/16,Pfizer/BioNTech,28374410
United States,2021/2/17,Moderna,27287041
United States,2021/2/17,Pfizer/BioNTech,28886690
United States,2021/2/18,Moderna,28043413
United States,2021/2/18,Pfizer/BioNTech,29585627
United States,2021/2/19,Moderna,29044336
United States,2021/2/19,Pfizer/BioNTech,30431247
United States,2021/2/20,Moderna,29909492
United States,2021/2/20,Pfizer/BioNTech,31270062
United States,2021/2/21,Moderna,30747615
United States,2021/2/21,Pfizer/BioNTech,32232422
United States,2021/2/22,Moderna,31212925
United States,2021/2/22,Pfizer/BioNTech,32853883
United States,2021/2/23,Moderna,31569021
United States,2021/2/23,Pfizer/BioNTech,33352170
United States,2021/2/24,Moderna,32194245
United States,2021/2/24,Pfizer/BioNTech,34159027
United States,2021/2/25,Moderna,33066503
United States,2021/2/25,Pfizer/BioNTech,35095003
United States,2021/2/26,Moderna,34181226
United States,2021/2/26,Pfizer/BioNTech,36159403
United States,2021/2/27,Moderna,35422721
United States,2021/2/27,Pfizer/BioNTech,37269195
United States,2021/2/28,Moderna,36694414
United States,2021/2/28,Pfizer/BioNTech,38426567
United States,2021/3/1,Moderna,37522293
United States,2021/3/1,Pfizer/BioNTech,39262524
United States,2021/3/2,Moderna,38319678
United States,2021/3/2,Pfizer/BioNTech,40196532
United States,2021/3/3,Moderna,39248180
United States,2021/3/3,Pfizer/BioNTech,41175807
United States,2021/3/4,Moderna,40261524
United States,2021/3/4,Pfizer/BioNTech,42193285
United States,2021/3/5,Moderna,41507728
United States,2021/3/5,Pfizer/BioNTech,43373717
United States,2021/3/6,Moderna,42977312
United States,2021/3/6,Pfizer/BioNTech,44774584
United States,2021/3/7,Moderna,44195607
United States,2021/3/7,Pfizer/BioNTech,45932122
United States,2021/3/8,Johnson&Johnson,208590
United States,2021/3/8,Moderna,44936695
United States,2021/3/8,Pfizer/BioNTech,46824290
United States,2021/3/9,Johnson&Johnson,308181
United States,2021/3/9,Moderna,45635740
United States,2021/3/9,Pfizer/BioNTech,47628226
United States,2021/3/10,Johnson&Johnson,458911
United States,2021/3/10,Moderna,46535646
United States,2021/3/10,Pfizer/BioNTech,48605159
United States,2021/3/11,Johnson&Johnson,638469
United States,2021/3/11,Moderna,47733656
United States,2021/3/11,Pfizer/BioNTech,49708920
United States,2021/3/12,Johnson&Johnson,873726
United States,2021/3/12,Moderna,49169578
United States,2021/3/12,Pfizer/BioNTech,50960400
United States,2021/3/13,Johnson&Johnson,1189207
United States,2021/3/13,Moderna,51292130
United States,2021/3/13,Pfizer/BioNTech,53096054
United States,2021/3/14,Johnson&Johnson,1273958
United States,2021/3/14,Moderna,51951820
United States,2021/3/14,Pfizer/BioNTech,53708091
United States,2021/3/15,Johnson&Johnson,1428465
United States,2021/3/15,Moderna,52883263
United States,2021/3/15,Pfizer/BioNTech,54643581
United States,2021/3/16,Johnson&Johnson,1569675
United States,2021/3/16,Moderna,53647312
United States,2021/3/16,Pfizer/BioNTech,55393141
United States,2021/3/17,Johnson&Johnson,1766131
United States,2021/3/17,Moderna,54643195
United States,2021/3/17,Pfizer/BioNTech,56499018
United States,2021/3/18,Johnson&Johnson,1911052
United States,2021/3/18,Moderna,55811286
United States,2021/3/18,Pfizer/BioNTech,57876875
United States,2021/3/19,Johnson&Johnson,2025349
United States,2021/3/19,Moderna,56941640
United States,2021/3/19,Pfizer/BioNTech,59214724
United States,2021/3/20,Johnson&Johnson,2163681
United States,2021/3/20,Moderna,58294583
United States,2021/3/20,Pfizer/BioNTech,60849627
United States,2021/3/21,Johnson&Johnson,2298614
United States,2021/3/21,Moderna,59518840
United States,2021/3/21,Pfizer/BioNTech,62529418
United States,2021/3/22,Johnson&Johnson,2406337
United States,2021/3/22,Moderna,60275003
United States,2021/3/22,Pfizer/BioNTech,63693721
United States,2021/3/23,Johnson&Johnson,2489153
United States,2021/3/23,Moderna,60913292
United States,2021/3/23,Pfizer/BioNTech,64679659
United States,2021/3/24,Johnson&Johnson,2622182
United States,2021/3/24,Moderna,61719260
United States,2021/3/24,Pfizer/BioNTech,65995871
United States,2021/3/25,Johnson&Johnson,2734367
United States,2021/3/25,Moderna,62877755
United States,2021/3/25,Pfizer/BioNTech,67555076
United States,2021/3/26,Johnson&Johnson,2863246
United States,2021/3/26,Moderna,64313721
United States,2021/3/26,Pfizer/BioNTech,69368232
United States,2021/3/27,Johnson&Johnson,2982453
United States,2021/3/27,Moderna,65811340
United States,2021/3/27,Pfizer/BioNTech,71246219
United States,2021/3/28,Johnson&Johnson,3090712
United States,2021/3/28,Moderna,67249447
United States,2021/3/28,Pfizer/BioNTech,72981111
United States,2021/3/29,Johnson&Johnson,3155418
United States,2021/3/29,Moderna,68177850
United States,2021/3/29,Pfizer/BioNTech,74338025
United States,2021/3/30,Johnson&Johnson,3215657
United States,2021/3/30,Moderna,68858013
United States,2021/3/30,Pfizer/BioNTech,75386890
United States,2021/3/31,Johnson&Johnson,3307113
United States,2021/3/31,Moderna,69930956
United States,2021/3/31,Pfizer/BioNTech,76891912
United States,2021/4/1,Johnson&Johnson,3429880
United States,2021/4/1,Moderna,71338865
United States,2021/4/1,Pfizer/BioNTech,78717917
United States,2021/4/2,Johnson&Johnson,3617377
United States,2021/4/2,Moderna,72997571
United States,2021/4/2,Pfizer/BioNTech,80845236
United States,2021/4/3,Johnson&Johnson,3840647
United States,2021/4/3,Moderna,74713387
United States,2021/4/3,Pfizer/BioNTech,82986550
United States,2021/4/4,Johnson&Johnson,4054089
United States,2021/4/4,Moderna,76038933
United States,2021/4/4,Pfizer/BioNTech,84810406
United States,2021/4/5,Johnson&Johnson,4204015
United States,2021/4/5,Moderna,76791212
United States,2021/4/5,Pfizer/BioNTech,86041963
United States,2021/4/6,Johnson&Johnson,4299901
United States,2021/4/6,Moderna,77285350
United States,2021/4/6,Pfizer/BioNTech,86855993
United States,2021/4/7,Johnson&Johnson,4544552
United States,2021/4/7,Moderna,78315776
United States,2021/4/7,Pfizer/BioNTech,88463874
United States,2021/4/8,Johnson&Johnson,4917225
United States,2021/4/8,Moderna,79551820
United States,2021/4/8,Pfizer/BioNTech,90256586
United States,2021/4/9,Johnson&Johnson,5382365
United States,2021/4/9,Moderna,80944104
United States,2021/4/9,Pfizer/BioNTech,92355733
United States,2021/4/10,Johnson&Johnson,5972101
United States,2021/4/10,Moderna,82622178
United States,2021/4/10,Pfizer/BioNTech,94715143
United States,2021/4/11,Johnson&Johnson,6453740
United States,2021/4/11,Moderna,83847244
United States,2021/4/11,Pfizer/BioNTech,96586783
United States,2021/4/12,Johnson&Johnson,6859877
United States,2021/4/12,Moderna,84694388
United States,2021/4/12,Pfizer/BioNTech,97978125
United States,2021/4/13,Johnson&Johnson,7233726
United States,2021/4/13,Moderna,85435687
United States,2021/4/13,Pfizer/BioNTech,99453295
United States,2021/4/14,Johnson&Johnson,7517671
United States,2021/4/14,Moderna,86221076
United States,2021/4/14,Pfizer/BioNTech,100891617
United States,2021/4/15,Johnson&Johnson,7736781
United States,2021/4/15,Moderna,87539652
United States,2021/4/15,Pfizer/BioNTech,102877491
United States,2021/4/16,Johnson&Johnson,7848027
United States,2021/4/16,Moderna,89199649
United States,2021/4/16,Pfizer/BioNTech,105070417
United States,2021/4/17,Johnson&Johnson,7902746
United States,2021/4/17,Moderna,90718986
United States,2021/4/17,Pfizer/BioNTech,107083884
United States,2021/4/18,Johnson&Johnson,7935549
United States,2021/4/18,Moderna,92181455
United States,2021/4/18,Pfizer/BioNTech,109122092
United States,2021/4/19,Johnson&Johnson,7949021
United States,2021/4/19,Moderna,93002433
United States,2021/4/19,Pfizer/BioNTech,110461905
United States,2021/4/20,Johnson&Johnson,7961251
United States,2021/4/20,Moderna,93672874
United States,2021/4/20,Pfizer/BioNTech,111585824
United States,2021/4/21,Johnson&Johnson,7993255
United States,2021/4/21,Moderna,94684047
United States,2021/4/21,Pfizer/BioNTech,113104771
United States,2021/4/22,Johnson&Johnson,8018365
United States,2021/4/22,Moderna,95913701
United States,2021/4/22,Pfizer/BioNTech,114844028
United States,2021/4/23,Johnson&Johnson,8040727
United States,2021/4/23,Moderna,97353734
United States,2021/4/23,Pfizer/BioNTech,116754631
United States,2021/4/24,Johnson&Johnson,8058239
United States,2021/4/24,Moderna,98778973
United States,2021/4/24,Pfizer/BioNTech,118628496
United States,2021/4/25,Johnson&Johnson,8079863
United States,2021/4/25,Moderna,100031926
United States,2021/4/25,Pfizer/BioNTech,120373717
United States,2021/4/26,Johnson&Johnson,8087269
United States,2021/4/26,Moderna,100830533
United States,2021/4/26,Pfizer/BioNTech,121674501
United States,2021/4/27,Johnson&Johnson,8097650
United States,2021/4/27,Moderna,101463903
United States,2021/4/27,Pfizer/BioNTech,122669679
United States,2021/4/28,Johnson&Johnson,8124392
United States,2021/4/28,Moderna,102356935
United States,2021/4/28,Pfizer/BioNTech,123980028
United States,2021/4/29,Johnson&Johnson,8166410
United States,2021/4/29,Moderna,103474188
United States,2021/4/29,Pfizer/BioNTech,125540172
United States,2021/4/30,Johnson&Johnson,8231139
United States,2021/4/30,Moderna,104613893
United States,2021/4/30,Pfizer/BioNTech,127133399
United States,2021/5/1,Johnson&Johnson,8318546
United States,2021/5/1,Moderna,105947940
United States,2021/5/1,Pfizer/BioNTech,129013657
United States,2021/5/2,Johnson&Johnson,8374395
United States,2021/5/2,Moderna,106780082
United States,2021/5/2,Pfizer/BioNTech,130252779
United States,2021/5/3,Johnson&Johnson,8409505
United States,2021/5/3,Moderna,107155797
United States,2021/5/3,Pfizer/BioNTech,131030537
United States,2021/5/4,Johnson&Johnson,8449067
United States,2021/5/4,Moderna,107477821
United States,2021/5/4,Pfizer/BioNTech,131657484
United States,2021/5/5,Johnson&Johnson,8516437
United States,2021/5/5,Moderna,108142826
United States,2021/5/5,Pfizer/BioNTech,132721153
United States,2021/5/6,Johnson&Johnson,8627243
United States,2021/5/6,Moderna,109041458
United States,2021/5/6,Pfizer/BioNTech,134116885
United States,2021/5/7,Johnson&Johnson,8739657
United States,2021/5/7,Moderna,110124671
United States,2021/5/7,Pfizer/BioNTech,135725061
United States,2021/5/8,Johnson&Johnson,8844369
United States,2021/5/8,Moderna,111094349
United States,2021/5/8,Pfizer/BioNTech,137216849
United States,2021/5/9,Johnson&Johnson,8933802
United States,2021/5/9,Moderna,111933191
United States,2021/5/9,Pfizer/BioNTech,138657097
United States,2021/5/10,Johnson&Johnson,9038423
United States,2021/5/10,Moderna,112529278
United States,2021/5/10,Pfizer/BioNTech,139838655
United States,2021/5/11,Johnson&Johnson,9188411
United States,2021/5/11,Moderna,112990115
United States,2021/5/11,Pfizer/BioNTech,140760689
United States,2021/5/12,Johnson&Johnson,9266062
United States,2021/5/12,Moderna,113582961
United States,2021/5/12,Pfizer/BioNTech,141636737
United States,2021/5/13,Johnson&Johnson,9352742
United States,2021/5/13,Moderna,114354242
United States,2021/5/13,Pfizer/BioNTech,142692755
United States,2021/5/14,Johnson&Johnson,9431604
United States,2021/5/14,Moderna,115127784
United States,2021/5/14,Pfizer/BioNTech,143680891
United States,2021/5/15,Johnson&Johnson,9558399
United States,2021/5/15,Moderna,116066454
United States,2021/5/15,Pfizer/BioNTech,145007116
United States,2021/5/16,Johnson&Johnson,9637126
United States,2021/5/16,Moderna,116798390
United States,2021/5/16,Pfizer/BioNTech,146288690
United States,2021/5/17,Johnson&Johnson,9697720
United States,2021/5/17,Moderna,117247242
United States,2021/5/17,Pfizer/BioNTech,147265442
United States,2021/5/18,Johnson&Johnson,9751200
United States,2021/5/18,Moderna,117620781
United States,2021/5/18,Pfizer/BioNTech,147961277
United States,2021/5/19,Johnson&Johnson,9836616
United States,2021/5/19,Moderna,118181211
United States,2021/5/19,Pfizer/BioNTech,149068615
United States,2021/5/20,Johnson&Johnson,9944636
United States,2021/5/20,Moderna,118904886
United States,2021/5/20,Pfizer/BioNTech,150342238
United States,2021/5/21,Johnson&Johnson,10051548
United States,2021/5/21,Moderna,119668669
United States,2021/5/21,Pfizer/BioNTech,151668003
United States,2021/5/22,Johnson&Johnson,10163242
United States,2021/5/22,Moderna,120493252
United States,2021/5/22,Pfizer/BioNTech,153075845
United States,2021/5/23,Johnson&Johnson,10265423
United States,2021/5/23,Moderna,121125577
United States,2021/5/23,Pfizer/BioNTech,154119424
United States,2021/5/24,Johnson&Johnson,10323402
United States,2021/5/24,Moderna,121500687
United States,2021/5/24,Pfizer/BioNTech,154856445
United States,2021/5/25,Johnson&Johnson,10381859
United States,2021/5/25,Moderna,121801185
United States,2021/5/25,Pfizer/BioNTech,155394989
United States,2021/5/26,Johnson&Johnson,10463078
United States,2021/5/26,Moderna,122339269
United States,2021/5/26,Pfizer/BioNTech,156197160
United States,2021/5/27,Johnson&Johnson,10539494
United States,2021/5/27,Moderna,122947136
United States,2021/5/27,Pfizer/BioNTech,157023465
United States,2021/5/28,Johnson&Johnson,10621136
United States,2021/5/28,Moderna,123479196
United States,2021/5/28,Pfizer/BioNTech,157783315
United States,2021/5/29,Johnson&Johnson,10710816
United States,2021/5/29,Moderna,124067556
United States,2021/5/29,Pfizer/BioNTech,158708623
United States,2021/5/30,Johnson&Johnson,10776617
United States,2021/5/30,Moderna,124520914
United States,2021/5/30,Pfizer/BioNTech,159412031
United States,2021/6/1,Johnson&Johnson,10858664
United States,2021/6/1,Moderna,125016707
United States,2021/6/1,Pfizer/BioNTech,160309262
United States,2021/6/2,Johnson&Johnson,10889478
United States,2021/6/2,Moderna,125201557
United States,2021/6/2,Pfizer/BioNTech,160601395
United States,2021/6/3,Johnson&Johnson,10939901
United States,2021/6/3,Moderna,125508313
United States,2021/6/3,Pfizer/BioNTech,161050513
United States,2021/6/4,Johnson&Johnson,11014773
United States,2021/6/4,Moderna,125990795
United States,2021/6/4,Pfizer/BioNTech,161890897
United States,2021/6/5,Johnson&Johnson,11077735
United States,2021/6/5,Moderna,126359399
United States,2021/6/5,Pfizer/BioNTech,162606119
United States,2021/6/6,Johnson&Johnson,11143068
United States,2021/6/6,Moderna,126756059
United States,2021/6/6,Pfizer/BioNTech,163512789
United States,2021/6/7,Johnson&Johnson,11194685
United States,2021/6/7,Moderna,127058512
United States,2021/6/7,Pfizer/BioNTech,164371746
United States,2021/6/8,Johnson&Johnson,11245388
United States,2021/6/8,Moderna,127310797
United States,2021/6/8,Pfizer/BioNTech,165140239
United States,2021/6/9,Johnson&Johnson,11296014
United States,2021/6/9,Moderna,127513151
United States,2021/6/9,Pfizer/BioNTech,165715523
United States,2021/6/10,Johnson&Johnson,11346781
United States,2021/6/10,Moderna,127759347
United States,2021/6/10,Pfizer/BioNTech,166351326
United States,2021/6/11,Johnson&Johnson,11383522
United States,2021/6/11,Moderna,127990366
United States,2021/6/11,Pfizer/BioNTech,166905188
United States,2021/6/12,Johnson&Johnson,11457011
United States,2021/6/12,Moderna,128444425
United States,2021/6/12,Pfizer/BioNTech,167978845
United States,2021/6/13,Johnson&Johnson,11517956
United States,2021/6/13,Moderna,128785935
United States,2021/6/13,Pfizer/BioNTech,168784549
United States,2021/6/14,Johnson&Johnson,11606202
United States,2021/6/14,Moderna,129191765
United States,2021/6/14,Pfizer/BioNTech,169612045
United States,2021/6/15,Johnson&Johnson,11666437
United States,2021/6/15,Moderna,129501089
United States,2021/6/15,Pfizer/BioNTech,170482950
United States,2021/6/16,Johnson&Johnson,11714877
United States,2021/6/16,Moderna,129788011
United States,2021/6/16,Pfizer/BioNTech,171175575
United States,2021/6/17,Johnson&Johnson,11812739
United States,2021/6/17,Moderna,130359975
United States,2021/6/17,Pfizer/BioNTech,172556760
United States,2021/6/18,Johnson&Johnson,11871036
United States,2021/6/18,Moderna,130656013
United States,2021/6/18,Pfizer/BioNTech,173280164
United States,2021/6/19,Johnson&Johnson,11931392
United States,2021/6/19,Moderna,130974892
United States,2021/6/19,Pfizer/BioNTech,173968342
United States,2021/6/20,Johnson&Johnson,11986595
United States,2021/6/20,Moderna,131213452
United States,2021/6/20,Pfizer/BioNTech,174521867
United States,2021/6/21,Johnson&Johnson,12015721
United States,2021/6/21,Moderna,131372107
United States,2021/6/21,Pfizer/BioNTech,174943983
United States,2021/6/22,Johnson&Johnson,12047571
United States,2021/6/22,Moderna,131557233
United States,2021/6/22,Pfizer/BioNTech,175373929
United States,2021/6/23,Johnson&Johnson,12090161
United States,2021/6/23,Moderna,131761409
United States,2021/6/23,Pfizer/BioNTech,175773690
United States,2021/6/24,Johnson&Johnson,12139564
United States,2021/6/24,Moderna,132013506
United States,2021/6/24,Pfizer/BioNTech,176285416
United States,2021/6/25,Johnson&Johnson,12169305
United States,2021/6/25,Moderna,132058604
United States,2021/6/25,Pfizer/BioNTech,176721071
United States,2021/6/26,Johnson&Johnson,12213560
United States,2021/6/26,Moderna,132335894
United States,2021/6/26,Pfizer/BioNTech,177321630
United States,2021/6/27,Johnson&Johnson,12256008
United States,2021/6/27,Moderna,132647393
United States,2021/6/27,Pfizer/BioNTech,178171003
United States,2021/6/28,Johnson&Johnson,12291007
United States,2021/6/28,Moderna,132904311
United States,2021/6/28,Pfizer/BioNTech,178965469
United States,2021/6/29,Johnson&Johnson,12322817
United States,2021/6/29,Moderna,133089082
United States,2021/6/29,Pfizer/BioNTech,179486976
United States,2021/6/30,Johnson&Johnson,12405746
United States,2021/6/30,Moderna,133514868
United States,2021/6/30,Pfizer/BioNTech,180344997
United States,2021/7/1,Johnson&Johnson,12470439
United States,2021/7/1,Moderna,134076668
United States,2021/7/1,Pfizer/BioNTech,181347436
United States,2021/7/2,Johnson&Johnson,12510528
United States,2021/7/2,Moderna,134263339
United States,2021/7/2,Pfizer/BioNTech,181776100
United States,2021/7/3,Johnson&Johnson,12581723
United States,2021/7/3,Moderna,134627563
United States,2021/7/3,Pfizer/BioNTech,182499540
United States,2021/7/4,Johnson&Johnson,12617454
United States,2021/7/4,Moderna,134803711
United States,2021/7/4,Pfizer/BioNTech,182920075
United States,2021/7/6,Johnson&Johnson,12646604
United States,2021/7/6,Moderna,134973241
United States,2021/7/6,Pfizer/BioNTech,183331181
United States,2021/7/7,Johnson&Johnson,12668885
United States,2021/7/7,Moderna,135107053
United States,2021/7/7,Pfizer/BioNTech,183611750
United States,2021/7/8,Johnson&Johnson,12708959
United States,2021/7/8,Moderna,135297225
United States,2021/7/8,Pfizer/BioNTech,184073920
United States,2021/7/9,Johnson&Johnson,12751618
United States,2021/7/9,Moderna,135477905
United States,2021/7/9,Pfizer/BioNTech,184469317
United States,2021/7/10,Johnson&Johnson,12791315
United States,2021/7/10,Moderna,135643064
United States,2021/7/10,Pfizer/BioNTech,184861169
United States,2021/7/11,Johnson&Johnson,12825967
United States,2021/7/11,Moderna,135804688
United States,2021/7/11,Pfizer/BioNTech,185249718
United States,2021/7/12,Johnson&Johnson,12850062
United States,2021/7/12,Moderna,135916829
United States,2021/7/12,Pfizer/BioNTech,185562235
United States,2021/7/13,Johnson&Johnson,12869516
United States,2021/7/13,Moderna,136001959
United States,2021/7/13,Pfizer/BioNTech,185798639
United States,2021/7/14,Johnson&Johnson,12905099
United States,2021/7/14,Moderna,136180712
United States,2021/7/14,Pfizer/BioNTech,186127467
United States,2021/7/15,Johnson&Johnson,12936594
United States,2021/7/15,Moderna,136332425
United States,2021/7/15,Pfizer/BioNTech,186509204
United States,2021/7/16,Johnson&Johnson,12966602
United States,2021/7/16,Moderna,136483277
United States,2021/7/16,Pfizer/BioNTech,186875936
United States,2021/7/17,Johnson&Johnson,13003099
United States,2021/7/17,Moderna,136648062
United States,2021/7/17,Pfizer/BioNTech,187306773
United States,2021/7/18,Johnson&Johnson,13026794
United States,2021/7/18,Moderna,136777777
United States,2021/7/18,Pfizer/BioNTech,187652680
United States,2021/7/19,Johnson&Johnson,13046033
United States,2021/7/19,Moderna,136915879
United States,2021/7/19,Pfizer/BioNTech,188001345
United States,2021/7/20,Johnson&Johnson,13060192
United States,2021/7/20,Moderna,136952878
United States,2021/7/20,Pfizer/BioNTech,188194066
United States,2021/7/21,Johnson&Johnson,13092976
United States,2021/7/21,Moderna,137121107
United States,2021/7/21,Pfizer/BioNTech,188601917
United States,2021/7/22,Johnson&Johnson,13126443
United States,2021/7/22,Moderna,137291239
United States,2021/7/22,Pfizer/BioNTech,189056672
United States,2021/7/23,Johnson&Johnson,13158442
United States,2021/7/23,Moderna,137451139
United States,2021/7/23,Pfizer/BioNTech,189462460
United States,2021/7/24,Johnson&Johnson,13191298
United States,2021/7/24,Moderna,137610667
United States,2021/7/24,Pfizer/BioNTech,189943803
United States,2021/7/25,Johnson&Johnson,13228307
United States,2021/7/25,Moderna,137826515
United States,2021/7/25,Pfizer/BioNTech,190468171
United States,2021/7/26,Johnson&Johnson,13242865
United States,2021/7/26,Moderna,137928681
United States,2021/7/26,Pfizer/BioNTech,190744361
United States,2021/7/27,Johnson&Johnson,13257878
United States,2021/7/27,Moderna,138031642
United States,2021/7/27,Pfizer/BioNTech,191021446
United States,2021/7/28,Johnson&Johnson,13293282
United States,2021/7/28,Moderna,138257663
United States,2021/7/28,Pfizer/BioNTech,191510953
United States,2021/7/29,Johnson&Johnson,13329001
United States,2021/7/29,Moderna,138456874
United States,2021/7/29,Pfizer/BioNTech,191983572
United States,2021/7/30,Johnson&Johnson,13371560
United States,2021/7/30,Moderna,138692320
United States,2021/7/30,Pfizer/BioNTech,192560134
United States,2021/7/31,Johnson&Johnson,13408923
United States,2021/7/31,Moderna,138883719
United States,2021/7/31,Pfizer/BioNTech,193041050
United States,2021/8/1,Johnson&Johnson,13446195
United States,2021/8/1,Moderna,139105757
United States,2021/8/1,Pfizer/BioNTech,193596180
United States,2021/8/2,Johnson&Johnson,13464026
United States,2021/8/2,Moderna,139225808
United States,2021/8/2,Pfizer/BioNTech,193925677
United States,2021/8/3,Johnson&Johnson,13479802
United States,2021/8/3,Moderna,139335403
United States,2021/8/3,Pfizer/BioNTech,194252771
United States,2021/8/4,Johnson&Johnson,13515943
United States,2021/8/4,Moderna,139513845
United States,2021/8/4,Pfizer/BioNTech,194761251
United States,2021/8/5,Johnson&Johnson,13557377
United States,2021/8/5,Moderna,139742533
United States,2021/8/5,Pfizer/BioNTech,195351697
United States,2021/8/6,Johnson&Johnson,13596515
United States,2021/8/6,Moderna,139969467
United States,2021/8/6,Pfizer/BioNTech,195903754
United States,2021/8/7,Johnson&Johnson,13639573
United States,2021/8/7,Moderna,140189704
United States,2021/8/7,Pfizer/BioNTech,196477868
United States,2021/8/8,Johnson&Johnson,13674107
United States,2021/8/8,Moderna,140388709
United States,2021/8/8,Pfizer/BioNTech,197016306
United States,2021/8/9,Johnson&Johnson,13691100
United States,2021/8/9,Moderna,140520517
United States,2021/8/9,Pfizer/BioNTech,197399471
United States,2021/8/10,Johnson&Johnson,13711856
United States,2021/8/10,Moderna,140678574
United States,2021/8/10,Pfizer/BioNTech,197837608
United States,2021/8/11,Johnson&Johnson,13746323
United States,2021/8/11,Moderna,140845833
United States,2021/8/11,Pfizer/BioNTech,198288731
United States,2021/8/12,Johnson&Johnson,13784136
United States,2021/8/12,Moderna,141011089
United States,2021/8/12,Pfizer/BioNTech,198736053
United States,2021/8/13,Johnson&Johnson,13823462
United States,2021/8/13,Moderna,141231218
United States,2021/8/13,Pfizer/BioNTech,199392855
United States,2021/8/14,Johnson&Johnson,13865764
United States,2021/8/14,Moderna,141484707
United States,2021/8/14,Pfizer/BioNTech,200086401
United States,2021/8/15,Johnson&Johnson,13892386
United States,2021/8/15,Moderna,141656626
United States,2021/8/15,Pfizer/BioNTech,200551649
United States,2021/8/16,Johnson&Johnson,13921901
United States,2021/8/16,Moderna,141882801
United States,2021/8/16,Pfizer/BioNTech,201153708
United States,2021/8/17,Johnson&Johnson,13940856
United States,2021/8/17,Moderna,142042199
United States,2021/8/17,Pfizer/BioNTech,201577973
United States,2021/8/18,Johnson&Johnson,13973354
United States,2021/8/18,Moderna,142239152
United States,2021/8/18,Pfizer/BioNTech,202051500
United States,2021/8/19,Johnson&Johnson,14011758
United States,2021/8/19,Moderna,142536887
United States,2021/8/19,Pfizer/BioNTech,202736783
United States,2021/8/20,Johnson&Johnson,14050126
United States,2021/8/20,Moderna,142827859
United States,2021/8/20,Pfizer/BioNTech,203416431
United States,2021/8/21,Johnson&Johnson,14099089
United States,2021/8/21,Moderna,143147929
United States,2021/8/21,Pfizer/BioNTech,204095863
United States,2021/8/22,Johnson&Johnson,14130274
United States,2021/8/22,Moderna,143433946
United States,2021/8/22,Pfizer/BioNTech,204750908
United States,2021/8/23,Johnson&Johnson,14144305
United States,2021/8/23,Moderna,143604049
United States,2021/8/23,Pfizer/BioNTech,205176686
United States,2021/8/24,Johnson&Johnson,14160458
United States,2021/8/24,Moderna,143785747
United States,2021/8/24,Pfizer/BioNTech,205626564
United States,2021/8/25,Johnson&Johnson,14195895
United States,2021/8/25,Moderna,144036513
United States,2021/8/25,Pfizer/BioNTech,206265542
United States,2021/8/26,Johnson&Johnson,14230266
United States,2021/8/26,Moderna,144290127
United States,2021/8/26,Pfizer/BioNTech,206901538
United States,2021/8/27,Johnson&Johnson,14265931
United States,2021/8/27,Moderna,144578104
United States,2021/8/27,Pfizer/BioNTech,207646621
United States,2021/8/28,Johnson&Johnson,14301768
United States,2021/8/28,Moderna,144863997
United States,2021/8/28,Pfizer/BioNTech,208396423
United States,2021/8/29,Johnson&Johnson,14330970
United States,2021/8/29,Moderna,145108915
United States,2021/8/29,Pfizer/BioNTech,209073174
United States,2021/8/30,Johnson&Johnson,14345660
United States,2021/8/30,Moderna,145280750
United States,2021/8/30,Pfizer/BioNTech,209579682
United States,2021/8/31,Johnson&Johnson,14358641
United States,2021/8/31,Moderna,145447491
United States,2021/8/31,Pfizer/BioNTech,210054512
United States,2021/9/1,Johnson&Johnson,14392613
United States,2021/9/1,Moderna,145736021
United States,2021/9/1,Pfizer/BioNTech,210798052
United States,2021/9/2,Johnson&Johnson,14420976
United States,2021/9/2,Moderna,145967563
United States,2021/9/2,Pfizer/BioNTech,211373074
United States,2021/9/3,Johnson&Johnson,14460971
United States,2021/9/3,Moderna,146379359
United States,2021/9/3,Pfizer/BioNTech,212319148
United States,2021/9/4,Johnson&Johnson,14492832
United States,2021/9/4,Moderna,146657321
United States,2021/9/4,Pfizer/BioNTech,212979842
United States,2021/9/7,Johnson&Johnson,14531824
United States,2021/9/7,Moderna,147054366
United States,2021/9/7,Pfizer/BioNTech,214049719
United States,2021/9/8,Johnson&Johnson,14553296
United States,2021/9/8,Moderna,147324654
United States,2021/9/8,Pfizer/BioNTech,214716553
United States,2021/9/9,Johnson&Johnson,14582801
United States,2021/9/9,Moderna,147523191
United States,2021/9/9,Pfizer/BioNTech,215153880
United States,2021/9/10,Johnson&Johnson,14613451
United States,2021/9/10,Moderna,147791051
United States,2021/9/10,Pfizer/BioNTech,215801105
United States,2021/9/11,Johnson&Johnson,14643267
United States,2021/9/11,Moderna,148045563
United States,2021/9/11,Pfizer/BioNTech,216417387
United States,2021/9/12,Johnson&Johnson,14667381
