,location,date,vaccine,total_vaccinations
16962,European Union,2021/6/15,Sputnik V,1772391
16963,European Union,2021/6/16,Johnson&Johnson,6353584
16964,European Union,2021/6/16,Moderna,27340324
16965,European Union,2021/6/16,Oxford/AstraZeneca,48548982
16966,European Union,2021/6/16,Pfizer/BioNTech,217912139
16967,European Union,2021/6/16,Sinopharm/Beijing,1988148
16968,European Union,2021/6/16,Sputnik V,1772391
16969,European Union,2021/6/17,Johnson&Johnson,6451303
16970,European Union,2021/6/17,Moderna,27586978
16971,European Union,2021/6/17,Oxford/AstraZeneca,48798515
16972,European Union,2021/6/17,Pfizer/BioNTech,219923897
16973,European Union,2021/6/17,Sinopharm/Beijing,1988148
16974,European Union,2021/6/17,Sputnik V,1772391
16975,European Union,2021/6/18,Johnson&Johnson,7007886
16976,European Union,2021/6/18,Moderna,29058673
16977,European Union,2021/6/18,Oxford/AstraZeneca,50657979
16978,European Union,2021/6/18,Pfizer/BioNTech,230540373
16979,European Union,2021/6/18,Sinopharm/Beijing,2018784
16980,European Union,2021/6/18,Sputnik V,1785934
16981,European Union,2021/6/19,Johnson&Johnson,7043786
16982,European Union,2021/6/19,Moderna,29250067
16983,European Union,2021/6/19,Oxford/AstraZeneca,50786251
16984,European Union,2021/6/19,Pfizer/BioNTech,231754382
16985,European Union,2021/6/19,Sinopharm/Beijing,2018784
16986,European Union,2021/6/19,Sputnik V,1785934
16987,European Union,2021/6/20,Johnson&Johnson,7062821
16988,European Union,2021/6/20,Moderna,29385235
16989,European Union,2021/6/20,Oxford/AstraZeneca,50852610
16990,European Union,2021/6/20,Pfizer/BioNTech,232507285
16991,European Union,2021/6/20,Sinopharm/Beijing,2018784
16992,European Union,2021/6/20,Sputnik V,1785934
16993,European Union,2021/6/21,Johnson&Johnson,7114319
16994,European Union,2021/6/21,Moderna,29615382
16995,European Union,2021/6/21,Oxford/AstraZeneca,51040583
16996,European Union,2021/6/21,Pfizer/BioNTech,233967587
16997,European Union,2021/6/21,Sinopharm/Beijing,2018784
16998,European Union,2021/6/21,Sputnik V,1785934
16999,European Union,2021/6/22,Johnson&Johnson,7169847
17000,European Union,2021/6/22,Moderna,29886562
17001,European Union,2021/6/22,Oxford/AstraZeneca,51276450
17002,European Union,2021/6/22,Pfizer/BioNTech,235893916
17003,European Union,2021/6/22,Sinopharm/Beijing,2018784
17004,European Union,2021/6/22,Sputnik V,1785934
17005,European Union,2021/6/23,Johnson&Johnson,7225532
17006,European Union,2021/6/23,Moderna,30153212
17007,European Union,2021/6/23,Oxford/AstraZeneca,51507269
17008,European Union,2021/6/23,Pfizer/BioNTech,238061406
17009,European Union,2021/6/23,Sinopharm/Beijing,2018784
17010,European Union,2021/6/23,Sputnik V,1785934
17011,European Union,2021/6/24,Johnson&Johnson,7288071
17012,European Union,2021/6/24,Moderna,30382233
17013,European Union,2021/6/24,Oxford/AstraZeneca,51750488
17014,European Union,2021/6/24,Pfizer/BioNTech,239970820
17015,European Union,2021/6/24,Sinopharm/Beijing,2018784
17016,European Union,2021/6/24,Sputnik V,1785934
17017,European Union,2021/6/25,Johnson&Johnson,7789209
17018,European Union,2021/6/25,Moderna,31745814
17019,European Union,2021/6/25,Oxford/AstraZeneca,53959983
17020,European Union,2021/6/25,Pfizer/BioNTech,250215542
17021,European Union,2021/6/25,Sinopharm/Beijing,2035373
17022,European Union,2021/6/25,Sputnik V,1794656
17023,European Union,2021/6/26,Johnson&Johnson,7814522
17024,European Union,2021/6/26,Moderna,31948601
17025,European Union,2021/6/26,Oxford/AstraZeneca,54121895
17026,European Union,2021/6/26,Pfizer/BioNTech,251390832
17027,European Union,2021/6/26,Sinopharm/Beijing,2035373
17028,European Union,2021/6/26,Sputnik V,1794656
17029,European Union,2021/6/27,Johnson&Johnson,7826171
17030,European Union,2021/6/27,Moderna,32088749
17031,European Union,2021/6/27,Oxford/AstraZeneca,54226891
17032,European Union,2021/6/27,Pfizer/BioNTech,252134976
17033,European Union,2021/6/27,Sinopharm/Beijing,2035373
17034,European Union,2021/6/27,Sputnik V,1794656
17035,European Union,2021/6/28,Johnson&Johnson,7866096
17036,European Union,2021/6/28,Moderna,32317223
17037,European Union,2021/6/28,Oxford/AstraZeneca,54450138
17038,European Union,2021/6/28,Pfizer/BioNTech,253587357
17039,European Union,2021/6/28,Sinopharm/Beijing,2035373
17040,European Union,2021/6/28,Sputnik V,1794656
17041,European Union,2021/6/29,Johnson&Johnson,7907466
17042,European Union,2021/6/29,Moderna,32579492
17043,European Union,2021/6/29,Oxford/AstraZeneca,54747381
17044,European Union,2021/6/29,Pfizer/BioNTech,255323493
17045,European Union,2021/6/29,Sinopharm/Beijing,2035373
17046,European Union,2021/6/29,Sputnik V,1794656
17047,European Union,2021/6/30,Johnson&Johnson,7950191
17048,European Union,2021/6/30,Moderna,32832243
17049,European Union,2021/6/30,Oxford/AstraZeneca,55047498
17050,European Union,2021/6/30,Pfizer/BioNTech,257164935
17051,European Union,2021/6/30,Sinopharm/Beijing,2035373
17052,European Union,2021/6/30,Sputnik V,1794656
17053,European Union,2021/7/1,Johnson&Johnson,7994712
17054,European Union,2021/7/1,Moderna,33060707
17055,European Union,2021/7/1,Oxford/AstraZeneca,55342987
17056,European Union,2021/7/1,Pfizer/BioNTech,258979542
17057,European Union,2021/7/1,Sinopharm/Beijing,2035373
17058,European Union,2021/7/1,Sputnik V,1794656
17059,European Union,2021/7/2,Johnson&Johnson,8500672
17060,European Union,2021/7/2,Moderna,34279418
17061,European Union,2021/7/2,Oxford/AstraZeneca,57703357
17062,European Union,2021/7/2,Pfizer/BioNTech,268917307
17063,European Union,2021/7/2,Sinopharm/Beijing,2046334
17064,European Union,2021/7/2,Sputnik V,1804450
17065,European Union,2021/7/3,Johnson&Johnson,8530889
17066,European Union,2021/7/3,Moderna,34483923
17067,European Union,2021/7/3,Oxford/AstraZeneca,57848267
17068,European Union,2021/7/3,Pfizer/BioNTech,270020629
17069,European Union,2021/7/3,Sinopharm/Beijing,2046334
17070,European Union,2021/7/3,Sputnik V,1804450
17071,European Union,2021/7/4,Johnson&Johnson,8545936
17072,European Union,2021/7/4,Moderna,34618816
17073,European Union,2021/7/4,Oxford/AstraZeneca,57932229
17074,European Union,2021/7/4,Pfizer/BioNTech,270715794
17075,European Union,2021/7/4,Sinopharm/Beijing,2046334
17076,European Union,2021/7/4,Sputnik V,1804450
17077,European Union,2021/7/5,Johnson&Johnson,8575758
17078,European Union,2021/7/5,Moderna,34836884
17079,European Union,2021/7/5,Oxford/AstraZeneca,58095059
17080,European Union,2021/7/5,Pfizer/BioNTech,272026141
17081,European Union,2021/7/5,Sinopharm/Beijing,2046334
17082,European Union,2021/7/5,Sputnik V,1804450
17083,European Union,2021/7/6,Johnson&Johnson,8610543
17084,European Union,2021/7/6,Moderna,35062858
17085,European Union,2021/7/6,Oxford/AstraZeneca,58290958
17086,European Union,2021/7/6,Pfizer/BioNTech,273618372
17087,European Union,2021/7/6,Sinopharm/Beijing,2046334
17088,European Union,2021/7/6,Sputnik V,1804450
17089,European Union,2021/7/7,Johnson&Johnson,8649065
17090,European Union,2021/7/7,Moderna,35287264
17091,European Union,2021/7/7,Oxford/AstraZeneca,58501113
17092,European Union,2021/7/7,Pfizer/BioNTech,275474396
17093,European Union,2021/7/7,Sinopharm/Beijing,2046334
17094,European Union,2021/7/7,Sputnik V,1804450
17095,European Union,2021/7/8,Johnson&Johnson,8689712
17096,European Union,2021/7/8,Moderna,35507852
17097,European Union,2021/7/8,Oxford/AstraZeneca,58710958
17098,European Union,2021/7/8,Pfizer/BioNTech,277215726
17099,European Union,2021/7/8,Sinopharm/Beijing,2046334
17100,European Union,2021/7/8,Sputnik V,1804450
17101,European Union,2021/7/9,Johnson&Johnson,9172425
17102,European Union,2021/7/9,Moderna,36844687
17103,European Union,2021/7/9,Oxford/AstraZeneca,60807506
17104,European Union,2021/7/9,Pfizer/BioNTech,286571516
17105,European Union,2021/7/9,Sinopharm/Beijing,2055481
17106,European Union,2021/7/9,Sputnik V,1813753
17107,European Union,2021/7/10,Johnson&Johnson,9197083
17108,European Union,2021/7/10,Moderna,37021834
17109,European Union,2021/7/10,Oxford/AstraZeneca,60958259
17110,European Union,2021/7/10,Pfizer/BioNTech,287691006
17111,European Union,2021/7/10,Sinopharm/Beijing,2055481
17112,European Union,2021/7/10,Sputnik V,1813753
17113,European Union,2021/7/11,Johnson&Johnson,9212533
17114,European Union,2021/7/11,Moderna,37124513
17115,European Union,2021/7/11,Oxford/AstraZeneca,61035374
17116,European Union,2021/7/11,Pfizer/BioNTech,288356533
17117,European Union,2021/7/11,Sinopharm/Beijing,2055481
17118,European Union,2021/7/11,Sputnik V,1813753
17119,European Union,2021/7/12,Johnson&Johnson,9242458
17120,European Union,2021/7/12,Moderna,37324765
17121,European Union,2021/7/12,Oxford/AstraZeneca,61193081
17122,European Union,2021/7/12,Pfizer/BioNTech,289766228
17123,European Union,2021/7/12,Sinopharm/Beijing,2055481
17124,European Union,2021/7/12,Sputnik V,1813753
17125,European Union,2021/7/13,Johnson&Johnson,9288431
17126,European Union,2021/7/13,Moderna,37575091
17127,European Union,2021/7/13,Oxford/AstraZeneca,61363155
17128,European Union,2021/7/13,Pfizer/BioNTech,291566165
17129,European Union,2021/7/13,Sinopharm/Beijing,2055481
17130,European Union,2021/7/13,Sputnik V,1813753
17131,European Union,2021/7/14,Johnson&Johnson,9327407
17132,European Union,2021/7/14,Moderna,37747968
17133,European Union,2021/7/14,Oxford/AstraZeneca,61517960
17134,European Union,2021/7/14,Pfizer/BioNTech,293199405
17135,European Union,2021/7/14,Sinopharm/Beijing,2055481
17136,European Union,2021/7/14,Sputnik V,1813753
17137,European Union,2021/7/15,Johnson&Johnson,9381503
17138,European Union,2021/7/15,Moderna,37988748
17139,European Union,2021/7/15,Oxford/AstraZeneca,61689144
17140,European Union,2021/7/15,Pfizer/BioNTech,295079237
17141,European Union,2021/7/15,Sinopharm/Beijing,2055481
17142,European Union,2021/7/15,Sputnik V,1813753
17143,European Union,2021/7/16,Johnson&Johnson,9952445
17144,European Union,2021/7/16,Moderna,39517917
17145,European Union,2021/7/16,Oxford/AstraZeneca,62921180
17146,European Union,2021/7/16,Pfizer/BioNTech,303502667
17147,European Union,2021/7/16,Sinopharm/Beijing,2061652
17148,European Union,2021/7/16,Sputnik V,1819760
17149,European Union,2021/7/17,Johnson&Johnson,9988147
17150,European Union,2021/7/17,Moderna,39697651
17151,European Union,2021/7/17,Oxford/AstraZeneca,63034852
17152,European Union,2021/7/17,Pfizer/BioNTech,304618533
17153,European Union,2021/7/17,Sinopharm/Beijing,2061652
17154,European Union,2021/7/17,Sputnik V,1819760
17155,European Union,2021/7/18,Johnson&Johnson,10005106
17156,European Union,2021/7/18,Moderna,39806423
17157,European Union,2021/7/18,Oxford/AstraZeneca,63116954
17158,European Union,2021/7/18,Pfizer/BioNTech,305323634
17159,European Union,2021/7/18,Sinopharm/Beijing,2061652
17160,European Union,2021/7/18,Sputnik V,1819760
17161,European Union,2021/7/19,Johnson&Johnson,10042829
17162,European Union,2021/7/19,Moderna,39990391
17163,European Union,2021/7/19,Oxford/AstraZeneca,63252975
17164,European Union,2021/7/19,Pfizer/BioNTech,306741281
17165,European Union,2021/7/19,Sinopharm/Beijing,2061652
17166,European Union,2021/7/19,Sputnik V,1819760
17167,European Union,2021/7/20,Johnson&Johnson,10087744
17168,European Union,2021/7/20,Moderna,40217821
17169,European Union,2021/7/20,Oxford/AstraZeneca,63407897
17170,European Union,2021/7/20,Pfizer/BioNTech,308431097
17171,European Union,2021/7/20,Sinopharm/Beijing,2061652
17172,European Union,2021/7/20,Sputnik V,1819760
17173,European Union,2021/7/21,Johnson&Johnson,10132254
17174,European Union,2021/7/21,Moderna,40438376
17175,European Union,2021/7/21,Oxford/AstraZeneca,63566202
17176,European Union,2021/7/21,Pfizer/BioNTech,310260254
17177,European Union,2021/7/21,Sinopharm/Beijing,2061652
17178,European Union,2021/7/21,Sputnik V,1819760
17179,European Union,2021/7/22,Johnson&Johnson,10179467
17180,European Union,2021/7/22,Moderna,40659852
17181,European Union,2021/7/22,Oxford/AstraZeneca,63729720
17182,European Union,2021/7/22,Pfizer/BioNTech,311986256
17183,European Union,2021/7/22,Sinopharm/Beijing,2061652
17184,European Union,2021/7/22,Sputnik V,1819760
17185,European Union,2021/7/23,Johnson&Johnson,10729913
17186,European Union,2021/7/23,Moderna,41960793
17187,European Union,2021/7/23,Oxford/AstraZeneca,64558723
17188,European Union,2021/7/23,Pfizer/BioNTech,319611608
17189,European Union,2021/7/23,Sinopharm/Beijing,2066542
17190,European Union,2021/7/23,Sputnik V,1823987
17191,European Union,2021/7/24,Johnson&Johnson,10761266
17192,European Union,2021/7/24,Moderna,42128654
17193,European Union,2021/7/24,Oxford/AstraZeneca,64660314
17194,European Union,2021/7/24,Pfizer/BioNTech,320623394
17195,European Union,2021/7/24,Sinopharm/Beijing,2066542
17196,European Union,2021/7/24,Sputnik V,1823987
17197,European Union,2021/7/25,Johnson&Johnson,10774695
17198,European Union,2021/7/25,Moderna,42219182
17199,European Union,2021/7/25,Oxford/AstraZeneca,64722768
17200,European Union,2021/7/25,Pfizer/BioNTech,321182277
17201,European Union,2021/7/25,Sinopharm/Beijing,2066542
17202,European Union,2021/7/25,Sputnik V,1823987
17203,European Union,2021/7/26,Johnson&Johnson,10810395
17204,European Union,2021/7/26,Moderna,42398401
17205,European Union,2021/7/26,Oxford/AstraZeneca,64836331
17206,European Union,2021/7/26,Pfizer/BioNTech,322519027
17207,European Union,2021/7/26,Sinopharm/Beijing,2066542
17208,European Union,2021/7/26,Sputnik V,1823987
17209,European Union,2021/7/27,Johnson&Johnson,10854204
17210,European Union,2021/7/27,Moderna,42624307
17211,European Union,2021/7/27,Oxford/AstraZeneca,64958481
17212,European Union,2021/7/27,Pfizer/BioNTech,324127889
17213,European Union,2021/7/27,Sinopharm/Beijing,2066542
17214,European Union,2021/7/27,Sputnik V,1823987
17215,European Union,2021/7/28,Johnson&Johnson,10898316
17216,European Union,2021/7/28,Moderna,42860780
17217,European Union,2021/7/28,Oxford/AstraZeneca,65078507
17218,European Union,2021/7/28,Pfizer/BioNTech,325793934
17219,European Union,2021/7/28,Sinopharm/Beijing,2066542
17220,European Union,2021/7/28,Sputnik V,1823987
17221,European Union,2021/7/29,Johnson&Johnson,10942848
17222,European Union,2021/7/29,Moderna,43113261
17223,European Union,2021/7/29,Oxford/AstraZeneca,65188352
17224,European Union,2021/7/29,Pfizer/BioNTech,327352297
17225,European Union,2021/7/29,Sinopharm/Beijing,2066542
17226,European Union,2021/7/29,Sputnik V,1823987
17227,European Union,2021/7/30,Johnson&Johnson,11353192
17228,European Union,2021/7/30,Moderna,44257657
17229,European Union,2021/7/30,Oxford/AstraZeneca,65761868
17230,European Union,2021/7/30,Pfizer/BioNTech,334082476
17231,European Union,2021/7/30,Sinopharm/Beijing,2070374
17232,European Union,2021/7/30,Sputnik V,1829141
17233,European Union,2021/7/31,Johnson&Johnson,11382468
17234,European Union,2021/7/31,Moderna,44433094
17235,European Union,2021/7/31,Oxford/AstraZeneca,65819613
17236,European Union,2021/7/31,Pfizer/BioNTech,334959887
17237,European Union,2021/7/31,Sinopharm/Beijing,2070374
17238,European Union,2021/7/31,Sputnik V,1829141
17239,European Union,2021/8/1,Johnson&Johnson,11395461
17240,European Union,2021/8/1,Moderna,44536600
17241,European Union,2021/8/1,Oxford/AstraZeneca,65858091
17242,European Union,2021/8/1,Pfizer/BioNTech,335407916
17243,European Union,2021/8/1,Sinopharm/Beijing,2070374
17244,European Union,2021/8/1,Sputnik V,1829141
17245,European Union,2021/8/2,Johnson&Johnson,11426890
17246,European Union,2021/8/2,Moderna,44712497
17247,European Union,2021/8/2,Oxford/AstraZeneca,65921799
17248,European Union,2021/8/2,Pfizer/BioNTech,336550658
17249,European Union,2021/8/2,Sinopharm/Beijing,2070374
17250,European Union,2021/8/2,Sputnik V,1829141
17251,European Union,2021/8/3,Johnson&Johnson,11465640
17252,European Union,2021/8/3,Moderna,44923299
17253,European Union,2021/8/3,Oxford/AstraZeneca,65980956
17254,European Union,2021/8/3,Pfizer/BioNTech,337888896
17255,European Union,2021/8/3,Sinopharm/Beijing,2070374
17256,European Union,2021/8/3,Sputnik V,1829141
17257,European Union,2021/8/4,Johnson&Johnson,11501899
17258,European Union,2021/8/4,Moderna,45124737
17259,European Union,2021/8/4,Oxford/AstraZeneca,66039360
17260,European Union,2021/8/4,Pfizer/BioNTech,339310053
17261,European Union,2021/8/4,Sinopharm/Beijing,2070374
17262,European Union,2021/8/4,Sputnik V,1829141
17263,European Union,2021/8/5,Johnson&Johnson,11540037
17264,European Union,2021/8/5,Moderna,45339626
17265,European Union,2021/8/5,Oxford/AstraZeneca,66086502
17266,European Union,2021/8/5,Pfizer/BioNTech,340657774
17267,European Union,2021/8/5,Sinopharm/Beijing,2070374
17268,European Union,2021/8/5,Sputnik V,1829141
17269,European Union,2021/8/6,Johnson&Johnson,11947387
17270,European Union,2021/8/6,Moderna,46387149
17271,European Union,2021/8/6,Oxford/AstraZeneca,66333097
17272,European Union,2021/8/6,Pfizer/BioNTech,346656270
17273,European Union,2021/8/6,Sinopharm/Beijing,2073838
17274,European Union,2021/8/6,Sputnik V,1831298
17275,European Union,2021/8/7,Johnson&Johnson,11974323
17276,European Union,2021/8/7,Moderna,46531169
17277,European Union,2021/8/7,Oxford/AstraZeneca,66363529
17278,European Union,2021/8/7,Pfizer/BioNTech,347412189
17279,European Union,2021/8/7,Sinopharm/Beijing,2073838
17280,European Union,2021/8/7,Sputnik V,1831298
17281,European Union,2021/8/8,Johnson&Johnson,11984545
17282,European Union,2021/8/8,Moderna,46619258
17283,European Union,2021/8/8,Oxford/AstraZeneca,66381891
17284,European Union,2021/8/8,Pfizer/BioNTech,347834209
17285,European Union,2021/8/8,Sinopharm/Beijing,2073838
17286,European Union,2021/8/8,Sputnik V,1831298
17287,European Union,2021/8/9,Johnson&Johnson,12007635
17288,European Union,2021/8/9,Moderna,46799535
17289,European Union,2021/8/9,Oxford/AstraZeneca,66412767
17290,European Union,2021/8/9,Pfizer/BioNTech,348886783
17291,European Union,2021/8/9,Sinopharm/Beijing,2073838
17292,European Union,2021/8/9,Sputnik V,1831298
17293,European Union,2021/8/10,Johnson&Johnson,12034919
17294,European Union,2021/8/10,Moderna,47007644
17295,European Union,2021/8/10,Oxford/AstraZeneca,66446607
17296,European Union,2021/8/10,Pfizer/BioNTech,350073176
17297,European Union,2021/8/10,Sinopharm/Beijing,2073838
17298,European Union,2021/8/10,Sputnik V,1831298
17299,European Union,2021/8/11,Johnson&Johnson,12071490
17300,European Union,2021/8/11,Moderna,47193956
17301,European Union,2021/8/11,Oxford/AstraZeneca,66479639
17302,European Union,2021/8/11,Pfizer/BioNTech,351331526
17303,European Union,2021/8/11,Sinopharm/Beijing,2073838
17304,European Union,2021/8/11,Sputnik V,1831298
17305,European Union,2021/8/12,Johnson&Johnson,12111100
17306,European Union,2021/8/12,Moderna,47375165
17307,European Union,2021/8/12,Oxford/AstraZeneca,66505727
17308,European Union,2021/8/12,Pfizer/BioNTech,352510796
17309,European Union,2021/8/12,Sinopharm/Beijing,2073838
17310,European Union,2021/8/12,Sputnik V,1831298
17311,European Union,2021/8/13,Johnson&Johnson,12514977
17312,European Union,2021/8/13,Moderna,48482074
17313,European Union,2021/8/13,Oxford/AstraZeneca,66707527
17314,European Union,2021/8/13,Pfizer/BioNTech,357435670
17315,European Union,2021/8/13,Sinopharm/Beijing,2077832
17316,European Union,2021/8/13,Sputnik V,1833737
17317,European Union,2021/8/14,Johnson&Johnson,12540197
17318,European Union,2021/8/14,Moderna,48587400
17319,European Union,2021/8/14,Oxford/AstraZeneca,66715360
17320,European Union,2021/8/14,Pfizer/BioNTech,357990659
17321,European Union,2021/8/14,Sinopharm/Beijing,2077832
17322,European Union,2021/8/14,Sputnik V,1833737
17323,European Union,2021/8/15,Johnson&Johnson,12551647
17324,European Union,2021/8/15,Moderna,48626197
17325,European Union,2021/8/15,Oxford/AstraZeneca,66718615
17326,European Union,2021/8/15,Pfizer/BioNTech,358215453
17327,European Union,2021/8/15,Sinopharm/Beijing,2077832
17328,European Union,2021/8/15,Sputnik V,1833737
17329,European Union,2021/8/16,Johnson&Johnson,12578682
17330,European Union,2021/8/16,Moderna,48760808
17331,European Union,2021/8/16,Oxford/AstraZeneca,66733633
17332,European Union,2021/8/16,Pfizer/BioNTech,359101893
17333,European Union,2021/8/16,Sinopharm/Beijing,2077832
17334,European Union,2021/8/16,Sputnik V,1833737
17335,European Union,2021/8/17,Johnson&Johnson,12611404
17336,European Union,2021/8/17,Moderna,48928494
17337,European Union,2021/8/17,Oxford/AstraZeneca,66757096
17338,European Union,2021/8/17,Pfizer/BioNTech,360096617
17339,European Union,2021/8/17,Sinopharm/Beijing,2077832
17340,European Union,2021/8/17,Sputnik V,1833737
17341,European Union,2021/8/18,Johnson&Johnson,12647981
17342,European Union,2021/8/18,Moderna,49083441
17343,European Union,2021/8/18,Oxford/AstraZeneca,66778003
17344,European Union,2021/8/18,Pfizer/BioNTech,361157181
17345,European Union,2021/8/18,Sinopharm/Beijing,2077832
17346,European Union,2021/8/18,Sputnik V,1833737
17347,European Union,2021/8/19,Johnson&Johnson,12684191
17348,European Union,2021/8/19,Moderna,49250355
17349,European Union,2021/8/19,Oxford/AstraZeneca,66797365
17350,European Union,2021/8/19,Pfizer/BioNTech,362092551
17351,European Union,2021/8/19,Sinopharm/Beijing,2077832
17352,European Union,2021/8/19,Sputnik V,1833737
17353,European Union,2021/8/20,Johnson&Johnson,13013505
17354,European Union,2021/8/20,Moderna,50213303
17355,European Union,2021/8/20,Oxford/AstraZeneca,66862680
17356,European Union,2021/8/20,Pfizer/BioNTech,366069733
17357,European Union,2021/8/20,Sinopharm/Beijing,2081116
17358,European Union,2021/8/20,Sputnik V,1835873
17359,European Union,2021/8/21,Johnson&Johnson,13035963
17360,European Union,2021/8/21,Moderna,50320818
17361,European Union,2021/8/21,Oxford/AstraZeneca,66872331
17362,European Union,2021/8/21,Pfizer/BioNTech,366612512
17363,European Union,2021/8/21,Sinopharm/Beijing,2081116
17364,European Union,2021/8/21,Sputnik V,1835873
17365,European Union,2021/8/22,Johnson&Johnson,13046665
17366,European Union,2021/8/22,Moderna,50373424
17367,European Union,2021/8/22,Oxford/AstraZeneca,66879559
17368,European Union,2021/8/22,Pfizer/BioNTech,366888517
17369,European Union,2021/8/22,Sinopharm/Beijing,2081116
17370,European Union,2021/8/22,Sputnik V,1835873
17371,European Union,2021/8/23,Johnson&Johnson,13074811
17372,European Union,2021/8/23,Moderna,50537362
17373,European Union,2021/8/23,Oxford/AstraZeneca,66895957
17374,European Union,2021/8/23,Pfizer/BioNTech,367785254
17375,European Union,2021/8/23,Sinopharm/Beijing,2081116
17376,European Union,2021/8/23,Sputnik V,1835873
17377,European Union,2021/8/24,Johnson&Johnson,13106526
17378,European Union,2021/8/24,Moderna,50719363
17379,European Union,2021/8/24,Oxford/AstraZeneca,66907889
17380,European Union,2021/8/24,Pfizer/BioNTech,368737865
17381,European Union,2021/8/24,Sinopharm/Beijing,2081116
17382,European Union,2021/8/24,Sputnik V,1835873
17383,European Union,2021/8/25,Johnson&Johnson,13140128
17384,European Union,2021/8/25,Moderna,50883324
17385,European Union,2021/8/25,Oxford/AstraZeneca,66918601
17386,European Union,2021/8/25,Pfizer/BioNTech,369723217
17387,European Union,2021/8/25,Sinopharm/Beijing,2081116
17388,European Union,2021/8/25,Sputnik V,1835873
17389,European Union,2021/8/26,Johnson&Johnson,13173251
17390,European Union,2021/8/26,Moderna,51057125
17391,European Union,2021/8/26,Oxford/AstraZeneca,66928283
17392,European Union,2021/8/26,Pfizer/BioNTech,370625904
17393,European Union,2021/8/26,Sinopharm/Beijing,2081116
17394,European Union,2021/8/26,Sputnik V,1835873
17395,European Union,2021/8/27,Johnson&Johnson,13418718
17396,European Union,2021/8/27,Moderna,51905563
17397,European Union,2021/8/27,Oxford/AstraZeneca,66972134
17398,European Union,2021/8/27,Pfizer/BioNTech,374017613
17399,European Union,2021/8/27,Sinopharm/Beijing,2085862
17400,European Union,2021/8/27,Sputnik V,1837474
17401,European Union,2021/8/28,Johnson&Johnson,13440653
17402,European Union,2021/8/28,Moderna,52029168
17403,European Union,2021/8/28,Oxford/AstraZeneca,66975203
17404,European Union,2021/8/28,Pfizer/BioNTech,374594874
17405,European Union,2021/8/28,Sinopharm/Beijing,2085862
17406,European Union,2021/8/28,Sputnik V,1837474
17407,European Union,2021/8/29,Johnson&Johnson,13451120
17408,European Union,2021/8/29,Moderna,52082750
17409,European Union,2021/8/29,Oxford/AstraZeneca,66976994
17410,European Union,2021/8/29,Pfizer/BioNTech,374900585
17411,European Union,2021/8/29,Sinopharm/Beijing,2085862
17412,European Union,2021/8/29,Sputnik V,1837474
17413,European Union,2021/8/30,Johnson&Johnson,13474903
17414,European Union,2021/8/30,Moderna,52242489
17415,European Union,2021/8/30,Oxford/AstraZeneca,66983056
17416,European Union,2021/8/30,Pfizer/BioNTech,375742954
17417,European Union,2021/8/30,Sinopharm/Beijing,2085862
17418,European Union,2021/8/30,Sputnik V,1837474
17419,European Union,2021/8/31,Johnson&Johnson,13501365
17420,European Union,2021/8/31,Moderna,52425937
17421,European Union,2021/8/31,Oxford/AstraZeneca,66988777
17422,European Union,2021/8/31,Pfizer/BioNTech,376608305
17423,European Union,2021/8/31,Sinopharm/Beijing,2085862
17424,European Union,2021/8/31,Sputnik V,1837474
17425,European Union,2021/9/1,Johnson&Johnson,13526524
17426,European Union,2021/9/1,Moderna,52594048
17427,European Union,2021/9/1,Oxford/AstraZeneca,66995034
17428,European Union,2021/9/1,Pfizer/BioNTech,377480256
17429,European Union,2021/9/1,Sinopharm/Beijing,2085862
17430,European Union,2021/9/1,Sputnik V,1837474
17431,European Union,2021/9/2,Johnson&Johnson,13552519
17432,European Union,2021/9/2,Moderna,52765383
17433,European Union,2021/9/2,Oxford/AstraZeneca,66999906
17434,European Union,2021/9/2,Pfizer/BioNTech,378244684
17435,European Union,2021/9/2,Sinopharm/Beijing,2085862
17436,European Union,2021/9/2,Sputnik V,1837474
17437,European Union,2021/9/3,Johnson&Johnson,13729249
17438,European Union,2021/9/3,Moderna,53493296
17439,European Union,2021/9/3,Oxford/AstraZeneca,67030718
17440,European Union,2021/9/3,Pfizer/BioNTech,381140884
17441,European Union,2021/9/3,Sinopharm/Beijing,2090907
17442,European Union,2021/9/3,Sputnik V,1838853
17443,European Union,2021/9/4,Johnson&Johnson,13744492
17444,European Union,2021/9/4,Moderna,53611995
17445,European Union,2021/9/4,Oxford/AstraZeneca,67032648
17446,European Union,2021/9/4,Pfizer/BioNTech,381665647
17447,European Union,2021/9/4,Sinopharm/Beijing,2090907
17448,European Union,2021/9/4,Sputnik V,1838853
17449,European Union,2021/9/5,Johnson&Johnson,13752621
17450,European Union,2021/9/5,Moderna,53673066
17451,European Union,2021/9/5,Oxford/AstraZeneca,67033492
17452,European Union,2021/9/5,Pfizer/BioNTech,381882514
17453,European Union,2021/9/5,Sinopharm/Beijing,2090907
17454,European Union,2021/9/5,Sputnik V,1838853
17455,European Union,2021/9/6,Johnson&Johnson,13769269
17456,European Union,2021/9/6,Moderna,53813989
17457,European Union,2021/9/6,Oxford/AstraZeneca,67036992
17458,European Union,2021/9/6,Pfizer/BioNTech,382476387
17459,European Union,2021/9/6,Sinopharm/Beijing,2090907
17460,European Union,2021/9/6,Sputnik V,1838853
17461,European Union,2021/9/7,Johnson&Johnson,13788650
17462,European Union,2021/9/7,Moderna,53977614
17463,European Union,2021/9/7,Oxford/AstraZeneca,67040764
